,size,time,type,value,sid
288,0,2018-04-24 08:02:14,BID,9238.1,XBTUSD KRKN Curncy
289,0,2018-04-24 08:02:14,ASK,9243.9,XBTUSD KRKN Curncy
290,0,2018-04-24 08:02:14,TRADE,9238.1,XBTUSD KRKN Curncy
291,0,2018-04-24 08:07:13,BID,9245.1,XBTUSD KRKN Curncy
292,0,2018-04-24 08:07:13,ASK,9253.4,XBTUSD KRKN Curncy
293,0,2018-04-24 08:07:13,TRADE,9261.8,XBTUSD KRKN Curncy
294,0,2018-04-24 08:12:25,BID,9258.7,XBTUSD KRKN Curncy
295,0,2018-04-24 08:12:25,ASK,9259.2,XBTUSD KRKN Curncy
296,0,2018-04-24 08:12:25,TRADE,9259.8,XBTUSD KRKN Curncy
297,0,2018-04-24 08:17:31,BID,9266.9,XBTUSD KRKN Curncy
298,0,2018-04-24 08:17:31,ASK,9268.0,XBTUSD KRKN Curncy
299,0,2018-04-24 08:17:31,TRADE,9268.0,XBTUSD KRKN Curncy
300,0,2018-04-24 08:22:37,BID,9271.0,XBTUSD KRKN Curncy
301,0,2018-04-24 08:22:37,ASK,9278.8,XBTUSD KRKN Curncy
302,0,2018-04-24 08:22:37,TRADE,9268.2,XBTUSD KRKN Curncy
303,0,2018-04-24 08:27:23,BID,9260.2,XBTUSD KRKN Curncy
304,0,2018-04-24 08:27:23,ASK,9271.3,XBTUSD KRKN Curncy
305,0,2018-04-24 08:27:23,TRADE,9260.2,XBTUSD KRKN Curncy
306,0,2018-04-24 08:32:17,BID,9270.3,XBTUSD KRKN Curncy
307,0,2018-04-24 08:32:17,ASK,9270.5,XBTUSD KRKN Curncy
308,0,2018-04-24 08:32:17,TRADE,9270.5,XBTUSD KRKN Curncy
309,0,2018-04-24 08:37:13,BID,9283.5,XBTUSD KRKN Curncy
310,0,2018-04-24 08:37:13,ASK,9283.6,XBTUSD KRKN Curncy
311,0,2018-04-24 08:37:13,TRADE,9276.6,XBTUSD KRKN Curncy
312,0,2018-04-24 08:42:20,BID,9281.2,XBTUSD KRKN Curncy
313,0,2018-04-24 08:42:20,ASK,9284.3,XBTUSD KRKN Curncy
314,0,2018-04-24 08:42:20,TRADE,9281.2,XBTUSD KRKN Curncy
315,0,2018-04-24 08:47:19,BID,9275.7,XBTUSD KRKN Curncy
316,0,2018-04-24 08:47:19,ASK,9279.3,XBTUSD KRKN Curncy
317,0,2018-04-24 08:47:19,TRADE,9275.6,XBTUSD KRKN Curncy
318,0,2018-04-24 08:52:15,BID,9275.0,XBTUSD KRKN Curncy
319,0,2018-04-24 08:52:15,ASK,9280.0,XBTUSD KRKN Curncy
320,0,2018-04-24 08:52:15,TRADE,9275.0,XBTUSD KRKN Curncy
321,0,2018-04-24 08:57:12,BID,9279.6,XBTUSD KRKN Curncy
322,0,2018-04-24 08:57:12,ASK,9280.0,XBTUSD KRKN Curncy
323,0,2018-04-24 08:57:12,TRADE,9279.6,XBTUSD KRKN Curncy
324,0,2018-04-24 09:02:18,BID,9276.9,XBTUSD KRKN Curncy
325,0,2018-04-24 09:02:18,ASK,9277.0,XBTUSD KRKN Curncy
326,0,2018-04-24 09:02:18,TRADE,9276.0,XBTUSD KRKN Curncy
327,0,2018-04-24 09:07:33,BID,9290.0,XBTUSD KRKN Curncy
328,0,2018-04-24 09:07:33,ASK,9290.2,XBTUSD KRKN Curncy
329,0,2018-04-24 09:07:33,TRADE,9290.0,XBTUSD KRKN Curncy
330,0,2018-04-24 09:12:33,BID,9288.7,XBTUSD KRKN Curncy
331,0,2018-04-24 09:12:33,ASK,9293.4,XBTUSD KRKN Curncy
332,0,2018-04-24 09:12:33,TRADE,9295.0,XBTUSD KRKN Curncy
333,0,2018-04-24 09:18:21,BID,9289.1,XBTUSD KRKN Curncy
334,0,2018-04-24 09:18:21,ASK,9292.0,XBTUSD KRKN Curncy
335,0,2018-04-24 09:18:21,TRADE,9289.0,XBTUSD KRKN Curncy
336,0,2018-04-24 09:22:32,BID,9259.4,XBTUSD KRKN Curncy
337,0,2018-04-24 09:22:32,ASK,9266.9,XBTUSD KRKN Curncy
338,0,2018-04-24 09:22:32,TRADE,9258.4,XBTUSD KRKN Curncy
339,0,2018-04-24 09:27:26,BID,9268.6,XBTUSD KRKN Curncy
340,0,2018-04-24 09:27:26,ASK,9276.4,XBTUSD KRKN Curncy
341,0,2018-04-24 09:27:26,TRADE,9278.0,XBTUSD KRKN Curncy
342,0,2018-04-24 09:32:17,BID,9265.5,XBTUSD KRKN Curncy
343,0,2018-04-24 09:32:17,ASK,9275.6,XBTUSD KRKN Curncy
344,0,2018-04-24 09:32:17,TRADE,9267.7,XBTUSD KRKN Curncy
345,0,2018-04-24 09:37:47,BID,9269.6,XBTUSD KRKN Curncy
346,0,2018-04-24 09:37:47,ASK,9272.1,XBTUSD KRKN Curncy
347,0,2018-04-24 09:37:47,TRADE,9269.6,XBTUSD KRKN Curncy
348,0,2018-04-24 09:42:18,BID,9263.7,XBTUSD KRKN Curncy
349,0,2018-04-24 09:42:18,ASK,9272.1,XBTUSD KRKN Curncy
350,0,2018-04-24 09:42:18,TRADE,9263.7,XBTUSD KRKN Curncy
351,0,2018-04-24 09:47:15,BID,9282.5,XBTUSD KRKN Curncy
352,0,2018-04-24 09:47:15,ASK,9291.9,XBTUSD KRKN Curncy
353,0,2018-04-24 09:47:15,TRADE,9298.4,XBTUSD KRKN Curncy
354,0,2018-04-24 09:52:17,BID,9299.9,XBTUSD KRKN Curncy
355,0,2018-04-24 09:52:17,ASK,9311.9,XBTUSD KRKN Curncy
356,0,2018-04-24 09:52:17,TRADE,9311.9,XBTUSD KRKN Curncy
357,0,2018-04-24 09:57:21,BID,9288.3,XBTUSD KRKN Curncy
358,0,2018-04-24 09:57:21,ASK,9293.3,XBTUSD KRKN Curncy
359,0,2018-04-24 09:57:21,TRADE,9296.0,XBTUSD KRKN Curncy
360,0,2018-04-24 10:01:53,BID,9299.9,XBTUSD KRKN Curncy
361,0,2018-04-24 10:01:53,ASK,9300.0,XBTUSD KRKN Curncy
362,0,2018-04-24 10:01:53,TRADE,9300.0,XBTUSD KRKN Curncy
363,0,2018-04-24 10:06:53,BID,9295.1,XBTUSD KRKN Curncy
364,0,2018-04-24 10:06:53,ASK,9299.6,XBTUSD KRKN Curncy
365,0,2018-04-24 10:06:53,TRADE,9299.6,XBTUSD KRKN Curncy
366,0,2018-04-24 10:11:43,BID,9296.8,XBTUSD KRKN Curncy
367,0,2018-04-24 10:11:43,ASK,9297.0,XBTUSD KRKN Curncy
368,0,2018-04-24 10:11:43,TRADE,9296.8,XBTUSD KRKN Curncy
369,0,2018-04-24 10:16:57,BID,9306.7,XBTUSD KRKN Curncy
370,0,2018-04-24 10:16:57,ASK,9312.4,XBTUSD KRKN Curncy
371,0,2018-04-24 10:16:57,TRADE,9305.0,XBTUSD KRKN Curncy
372,0,2018-04-24 10:22:03,BID,9310.9,XBTUSD KRKN Curncy
373,0,2018-04-24 10:22:03,ASK,9314.2,XBTUSD KRKN Curncy
374,0,2018-04-24 10:22:03,TRADE,9310.0,XBTUSD KRKN Curncy
375,0,2018-04-24 10:27:19,BID,9314.9,XBTUSD KRKN Curncy
376,0,2018-04-24 10:27:19,ASK,9315.6,XBTUSD KRKN Curncy
377,0,2018-04-24 10:27:19,TRADE,9310.9,XBTUSD KRKN Curncy
378,0,2018-04-24 10:32:23,BID,9314.8,XBTUSD KRKN Curncy
379,0,2018-04-24 10:32:23,ASK,9315.0,XBTUSD KRKN Curncy
380,0,2018-04-24 10:32:23,TRADE,9326.3,XBTUSD KRKN Curncy
381,0,2018-04-24 10:37:29,BID,9320.1,XBTUSD KRKN Curncy
382,0,2018-04-24 10:37:29,ASK,9325.3,XBTUSD KRKN Curncy
383,0,2018-04-24 10:37:29,TRADE,9320.0,XBTUSD KRKN Curncy
384,0,2018-04-24 10:42:28,BID,9315.0,XBTUSD KRKN Curncy
385,0,2018-04-24 10:42:28,ASK,9315.1,XBTUSD KRKN Curncy
386,0,2018-04-24 10:42:28,TRADE,9315.0,XBTUSD KRKN Curncy
387,0,2018-04-24 10:47:37,BID,9310.1,XBTUSD KRKN Curncy
388,0,2018-04-24 10:47:37,ASK,9310.9,XBTUSD KRKN Curncy
389,0,2018-04-24 10:47:37,TRADE,9310.1,XBTUSD KRKN Curncy
390,0,2018-04-24 10:52:49,BID,9305.3,XBTUSD KRKN Curncy
391,0,2018-04-24 10:52:49,ASK,9305.5,XBTUSD KRKN Curncy
392,0,2018-04-24 10:52:49,TRADE,9305.5,XBTUSD KRKN Curncy
393,0,2018-04-24 10:57:50,BID,9314.7,XBTUSD KRKN Curncy
394,0,2018-04-24 10:57:50,ASK,9320.4,XBTUSD KRKN Curncy
395,0,2018-04-24 10:57:50,TRADE,9314.6,XBTUSD KRKN Curncy
396,0,2018-04-24 11:03:08,BID,9325.3,XBTUSD KRKN Curncy
397,0,2018-04-24 11:03:08,ASK,9330.0,XBTUSD KRKN Curncy
398,0,2018-04-24 11:03:08,TRADE,9334.1,XBTUSD KRKN Curncy
399,0,2018-04-24 11:07:58,BID,9339.0,XBTUSD KRKN Curncy
400,0,2018-04-24 11:07:58,ASK,9339.4,XBTUSD KRKN Curncy
401,0,2018-04-24 11:07:58,TRADE,9338.6,XBTUSD KRKN Curncy
402,0,2018-04-24 11:13:05,BID,9347.8,XBTUSD KRKN Curncy
403,0,2018-04-24 11:13:05,ASK,9350.0,XBTUSD KRKN Curncy
404,0,2018-04-24 11:13:05,TRADE,9347.8,XBTUSD KRKN Curncy
405,0,2018-04-24 11:17:51,BID,9340.0,XBTUSD KRKN Curncy
406,0,2018-04-24 11:17:51,ASK,9340.2,XBTUSD KRKN Curncy
407,0,2018-04-24 11:17:51,TRADE,9340.0,XBTUSD KRKN Curncy
408,0,2018-04-24 11:23:11,BID,9351.1,XBTUSD KRKN Curncy
409,0,2018-04-24 11:23:11,ASK,9356.1,XBTUSD KRKN Curncy
410,0,2018-04-24 11:23:11,TRADE,9357.8,XBTUSD KRKN Curncy
411,0,2018-04-24 11:27:49,BID,9341.1,XBTUSD KRKN Curncy
412,0,2018-04-24 11:27:49,ASK,9346.8,XBTUSD KRKN Curncy
413,0,2018-04-24 11:27:49,TRADE,9341.1,XBTUSD KRKN Curncy
414,0,2018-04-24 11:32:35,BID,9329.1,XBTUSD KRKN Curncy
415,0,2018-04-24 11:32:35,ASK,9332.4,XBTUSD KRKN Curncy
416,0,2018-04-24 11:32:35,TRADE,9332.2,XBTUSD KRKN Curncy
417,0,2018-04-24 11:37:26,BID,9329.6,XBTUSD KRKN Curncy
418,0,2018-04-24 11:37:26,ASK,9330.0,XBTUSD KRKN Curncy
419,0,2018-04-24 11:37:26,TRADE,9329.6,XBTUSD KRKN Curncy
420,0,2018-04-24 11:42:40,BID,9312.8,XBTUSD KRKN Curncy
421,0,2018-04-24 11:42:40,ASK,9317.0,XBTUSD KRKN Curncy
422,0,2018-04-24 11:42:40,TRADE,9312.8,XBTUSD KRKN Curncy
423,0,2018-04-24 11:47:40,BID,9309.9,XBTUSD KRKN Curncy
424,0,2018-04-24 11:47:40,ASK,9310.0,XBTUSD KRKN Curncy
425,0,2018-04-24 11:47:40,TRADE,9309.9,XBTUSD KRKN Curncy
426,0,2018-04-24 11:52:31,BID,9317.6,XBTUSD KRKN Curncy
427,0,2018-04-24 11:52:31,ASK,9317.7,XBTUSD KRKN Curncy
428,0,2018-04-24 11:52:31,TRADE,9317.7,XBTUSD KRKN Curncy
429,0,2018-04-24 11:57:37,BID,9302.1,XBTUSD KRKN Curncy
430,0,2018-04-24 11:57:37,ASK,9303.9,XBTUSD KRKN Curncy
431,0,2018-04-24 11:57:37,TRADE,9302.1,XBTUSD KRKN Curncy
432,0,2018-04-24 12:02:36,BID,9309.9,XBTUSD KRKN Curncy
433,0,2018-04-24 12:02:36,ASK,9310.0,XBTUSD KRKN Curncy
434,0,2018-04-24 12:02:36,TRADE,9309.8,XBTUSD KRKN Curncy
435,0,2018-04-24 12:07:27,BID,9317.1,XBTUSD KRKN Curncy
436,0,2018-04-24 12:07:27,ASK,9317.6,XBTUSD KRKN Curncy
437,0,2018-04-24 12:07:27,TRADE,9316.8,XBTUSD KRKN Curncy
438,0,2018-04-24 12:12:44,BID,9324.6,XBTUSD KRKN Curncy
439,0,2018-04-24 12:12:44,ASK,9324.7,XBTUSD KRKN Curncy
440,0,2018-04-24 12:12:44,TRADE,9324.6,XBTUSD KRKN Curncy
441,0,2018-04-24 12:17:37,BID,9324.4,XBTUSD KRKN Curncy
442,0,2018-04-24 12:17:37,ASK,9324.6,XBTUSD KRKN Curncy
443,0,2018-04-24 12:17:37,TRADE,9324.4,XBTUSD KRKN Curncy
444,0,2018-04-24 12:22:47,BID,9339.6,XBTUSD KRKN Curncy
445,0,2018-04-24 12:22:47,ASK,9344.8,XBTUSD KRKN Curncy
446,0,2018-04-24 12:22:47,TRADE,9344.8,XBTUSD KRKN Curncy
447,0,2018-04-24 12:28:01,BID,9329.3,XBTUSD KRKN Curncy
448,0,2018-04-24 12:28:01,ASK,9329.9,XBTUSD KRKN Curncy
449,0,2018-04-24 12:28:01,TRADE,9330.0,XBTUSD KRKN Curncy
450,0,2018-04-24 12:32:58,BID,9336.0,XBTUSD KRKN Curncy
451,0,2018-04-24 12:32:58,ASK,9336.3,XBTUSD KRKN Curncy
452,0,2018-04-24 12:32:58,TRADE,9336.0,XBTUSD KRKN Curncy
453,0,2018-04-24 12:38:04,BID,9349.4,XBTUSD KRKN Curncy
454,0,2018-04-24 12:38:04,ASK,9355.0,XBTUSD KRKN Curncy
455,0,2018-04-24 12:38:04,TRADE,9355.0,XBTUSD KRKN Curncy
456,0,2018-04-24 12:43:17,BID,9338.0,XBTUSD KRKN Curncy
457,0,2018-04-24 12:43:17,ASK,9338.2,XBTUSD KRKN Curncy
458,0,2018-04-24 12:43:17,TRADE,9338.2,XBTUSD KRKN Curncy
459,0,2018-04-24 12:48:08,BID,9343.2,XBTUSD KRKN Curncy
460,0,2018-04-24 12:48:08,ASK,9343.3,XBTUSD KRKN Curncy
461,0,2018-04-24 12:48:08,TRADE,9343.2,XBTUSD KRKN Curncy
462,0,2018-04-24 12:53:27,BID,9347.5,XBTUSD KRKN Curncy
463,0,2018-04-24 12:53:27,ASK,9347.7,XBTUSD KRKN Curncy
464,0,2018-04-24 12:53:27,TRADE,9347.4,XBTUSD KRKN Curncy
465,0,2018-04-24 12:58:21,BID,9358.1,XBTUSD KRKN Curncy
466,0,2018-04-24 12:58:21,ASK,9360.0,XBTUSD KRKN Curncy
467,0,2018-04-24 12:58:21,TRADE,9359.9,XBTUSD KRKN Curncy
468,0,2018-04-24 13:04:03,BID,9360.0,XBTUSD KRKN Curncy
469,0,2018-04-24 13:04:03,ASK,9360.1,XBTUSD KRKN Curncy
470,0,2018-04-24 13:04:03,TRADE,9360.0,XBTUSD KRKN Curncy
471,0,2018-04-24 13:08:24,BID,9354.0,XBTUSD KRKN Curncy
472,0,2018-04-24 13:08:24,ASK,9354.1,XBTUSD KRKN Curncy
473,0,2018-04-24 13:08:24,TRADE,9354.0,XBTUSD KRKN Curncy
474,0,2018-04-24 13:13:13,BID,9354.7,XBTUSD KRKN Curncy
475,0,2018-04-24 13:13:13,ASK,9359.0,XBTUSD KRKN Curncy
476,0,2018-04-24 13:13:13,TRADE,9359.0,XBTUSD KRKN Curncy
477,0,2018-04-24 13:18:19,BID,9379.8,XBTUSD KRKN Curncy
478,0,2018-04-24 13:18:19,ASK,9385.0,XBTUSD KRKN Curncy
479,0,2018-04-24 13:18:19,TRADE,9372.9,XBTUSD KRKN Curncy
480,0,2018-04-24 13:23:17,BID,9377.5,XBTUSD KRKN Curncy
481,0,2018-04-24 13:23:17,ASK,9377.7,XBTUSD KRKN Curncy
482,0,2018-04-24 13:23:17,TRADE,9377.7,XBTUSD KRKN Curncy
483,0,2018-04-24 13:28:07,BID,9371.0,XBTUSD KRKN Curncy
484,0,2018-04-24 13:28:07,ASK,9378.4,XBTUSD KRKN Curncy
485,0,2018-04-24 13:28:07,TRADE,9378.4,XBTUSD KRKN Curncy
486,0,2018-04-24 13:33:07,BID,9387.5,XBTUSD KRKN Curncy
487,0,2018-04-24 13:33:07,ASK,9399.9,XBTUSD KRKN Curncy
488,0,2018-04-24 13:33:07,TRADE,9400.0,XBTUSD KRKN Curncy
489,0,2018-04-24 13:38:23,BID,9410.0,XBTUSD KRKN Curncy
490,0,2018-04-24 13:38:23,ASK,9410.1,XBTUSD KRKN Curncy
491,0,2018-04-24 13:38:23,TRADE,9410.1,XBTUSD KRKN Curncy
492,0,2018-04-24 13:43:18,BID,9383.0,XBTUSD KRKN Curncy
493,0,2018-04-24 13:43:18,ASK,9384.6,XBTUSD KRKN Curncy
494,0,2018-04-24 13:43:18,TRADE,9384.5,XBTUSD KRKN Curncy
495,0,2018-04-24 13:48:24,BID,9358.0,XBTUSD KRKN Curncy
496,0,2018-04-24 13:48:24,ASK,9359.5,XBTUSD KRKN Curncy
497,0,2018-04-24 13:48:24,TRADE,9358.0,XBTUSD KRKN Curncy
498,0,2018-04-24 13:53:33,BID,9311.6,XBTUSD KRKN Curncy
499,0,2018-04-24 13:53:33,ASK,9314.4,XBTUSD KRKN Curncy
500,0,2018-04-24 13:53:33,TRADE,9311.6,XBTUSD KRKN Curncy
501,0,2018-04-24 13:58:36,BID,9278.9,XBTUSD KRKN Curncy
502,0,2018-04-24 13:58:36,ASK,9279.8,XBTUSD KRKN Curncy
503,0,2018-04-24 13:58:36,TRADE,9279.8,XBTUSD KRKN Curncy
504,0,2018-04-24 14:03:37,BID,9241.7,XBTUSD KRKN Curncy
505,0,2018-04-24 14:03:37,ASK,9248.4,XBTUSD KRKN Curncy
506,0,2018-04-24 14:03:37,TRADE,9245.0,XBTUSD KRKN Curncy
507,0,2018-04-24 14:08:47,BID,9270.4,XBTUSD KRKN Curncy
508,0,2018-04-24 14:08:47,ASK,9275.9,XBTUSD KRKN Curncy
509,0,2018-04-24 14:08:47,TRADE,9270.4,XBTUSD KRKN Curncy
510,0,2018-04-24 14:13:43,BID,9290.0,XBTUSD KRKN Curncy
511,0,2018-04-24 14:13:43,ASK,9290.2,XBTUSD KRKN Curncy
512,0,2018-04-24 14:13:43,TRADE,9290.2,XBTUSD KRKN Curncy
513,0,2018-04-24 14:18:46,BID,9292.4,XBTUSD KRKN Curncy
514,0,2018-04-24 14:18:46,ASK,9293.0,XBTUSD KRKN Curncy
515,0,2018-04-24 14:18:46,TRADE,9293.2,XBTUSD KRKN Curncy
516,0,2018-04-24 14:23:36,BID,9280.3,XBTUSD KRKN Curncy
517,0,2018-04-24 14:23:36,ASK,9282.3,XBTUSD KRKN Curncy
518,0,2018-04-24 14:23:36,TRADE,9276.2,XBTUSD KRKN Curncy
519,0,2018-04-24 14:28:41,BID,9297.0,XBTUSD KRKN Curncy
520,0,2018-04-24 14:28:41,ASK,9297.2,XBTUSD KRKN Curncy
521,0,2018-04-24 14:28:41,TRADE,9297.4,XBTUSD KRKN Curncy
522,0,2018-04-24 14:33:42,BID,9289.9,XBTUSD KRKN Curncy
523,0,2018-04-24 14:33:42,ASK,9296.0,XBTUSD KRKN Curncy
524,0,2018-04-24 14:33:42,TRADE,9289.9,XBTUSD KRKN Curncy
525,0,2018-04-24 14:38:45,BID,9308.0,XBTUSD KRKN Curncy
526,0,2018-04-24 14:38:45,ASK,9309.7,XBTUSD KRKN Curncy
527,0,2018-04-24 14:38:45,TRADE,9308.0,XBTUSD KRKN Curncy
528,0,2018-04-24 14:43:41,BID,9333.8,XBTUSD KRKN Curncy
529,0,2018-04-24 14:43:41,ASK,9335.0,XBTUSD KRKN Curncy
530,0,2018-04-24 14:43:41,TRADE,9335.1,XBTUSD KRKN Curncy
531,0,2018-04-24 14:48:28,BID,9336.7,XBTUSD KRKN Curncy
532,0,2018-04-24 14:48:28,ASK,9338.5,XBTUSD KRKN Curncy
533,0,2018-04-24 14:48:28,TRADE,9339.2,XBTUSD KRKN Curncy
534,0,2018-04-24 14:53:34,BID,9328.0,XBTUSD KRKN Curncy
535,0,2018-04-24 14:53:34,ASK,9330.1,XBTUSD KRKN Curncy
536,0,2018-04-24 14:53:34,TRADE,9330.2,XBTUSD KRKN Curncy
537,0,2018-04-24 14:58:46,BID,9302.1,XBTUSD KRKN Curncy
538,0,2018-04-24 14:58:46,ASK,9310.0,XBTUSD KRKN Curncy
539,0,2018-04-24 14:58:46,TRADE,9310.0,XBTUSD KRKN Curncy
540,0,2018-04-24 15:03:46,BID,9334.9,XBTUSD KRKN Curncy
541,0,2018-04-24 15:03:46,ASK,9344.9,XBTUSD KRKN Curncy
542,0,2018-04-24 15:03:46,TRADE,9344.9,XBTUSD KRKN Curncy
543,0,2018-04-24 15:09:00,BID,9344.1,XBTUSD KRKN Curncy
544,0,2018-04-24 15:09:00,ASK,9345.0,XBTUSD KRKN Curncy
545,0,2018-04-24 15:09:00,TRADE,9344.4,XBTUSD KRKN Curncy
546,0,2018-04-24 15:14:03,BID,9350.7,XBTUSD KRKN Curncy
547,0,2018-04-24 15:14:03,ASK,9350.9,XBTUSD KRKN Curncy
548,0,2018-04-24 15:14:03,TRADE,9350.7,XBTUSD KRKN Curncy
549,0,2018-04-24 15:18:54,BID,9366.3,XBTUSD KRKN Curncy
550,0,2018-04-24 15:18:54,ASK,9366.4,XBTUSD KRKN Curncy
551,0,2018-04-24 15:18:54,TRADE,9366.3,XBTUSD KRKN Curncy
552,0,2018-04-24 15:24:05,BID,9365.0,XBTUSD KRKN Curncy
553,0,2018-04-24 15:24:05,ASK,9373.5,XBTUSD KRKN Curncy
554,0,2018-04-24 15:24:05,TRADE,9363.1,XBTUSD KRKN Curncy
555,0,2018-04-24 15:29:03,BID,9361.5,XBTUSD KRKN Curncy
556,0,2018-04-24 15:29:03,ASK,9369.3,XBTUSD KRKN Curncy
557,0,2018-04-24 15:29:03,TRADE,9369.3,XBTUSD KRKN Curncy
558,0,2018-04-24 15:34:02,BID,9366.7,XBTUSD KRKN Curncy
559,0,2018-04-24 15:34:02,ASK,9367.2,XBTUSD KRKN Curncy
560,0,2018-04-24 15:34:02,TRADE,9375.9,XBTUSD KRKN Curncy
561,0,2018-04-24 15:39:04,BID,9346.5,XBTUSD KRKN Curncy
562,0,2018-04-24 15:39:04,ASK,9348.8,XBTUSD KRKN Curncy
563,0,2018-04-24 15:39:04,TRADE,9348.9,XBTUSD KRKN Curncy
564,0,2018-04-24 15:43:57,BID,9330.6,XBTUSD KRKN Curncy
565,0,2018-04-24 15:43:57,ASK,9339.5,XBTUSD KRKN Curncy
566,0,2018-04-24 15:43:57,TRADE,9330.5,XBTUSD KRKN Curncy
567,0,2018-04-24 15:48:53,BID,9339.9,XBTUSD KRKN Curncy
568,0,2018-04-24 15:48:53,ASK,9340.0,XBTUSD KRKN Curncy
569,0,2018-04-24 15:48:53,TRADE,9340.0,XBTUSD KRKN Curncy
570,0,2018-04-24 15:53:40,BID,9350.0,XBTUSD KRKN Curncy
571,0,2018-04-24 15:53:40,ASK,9353.1,XBTUSD KRKN Curncy
572,0,2018-04-24 15:53:40,TRADE,9353.1,XBTUSD KRKN Curncy
573,0,2018-04-24 15:58:44,BID,9356.2,XBTUSD KRKN Curncy
574,0,2018-04-24 15:58:44,ASK,9359.5,XBTUSD KRKN Curncy
575,0,2018-04-24 15:58:44,TRADE,9356.2,XBTUSD KRKN Curncy
